Customer ID,Product ID,Product Category,Purchase Amount,Purchase Date
C0005,P0014,Books,23.94,2024-11-06 11:48:38.410071
C0005,P0021,Books,96.12,2025-02-17 11:48:38.410071
C0005,P0005,Books,63.25,2024-11-27 11:48:38.410071
C0005,P0051,Toys,42.21,2024-11-02 11:48:38.410071
C0005,P0004,Books,118.0,2025-02-26 11:48:38.410071
C0005,P0044,Groceries,79.71,2025-01-24 11:48:38.410071
C0005,P0045,Books,22.1,2024-09-05 11:48:38.410071
C0005,P0008,Groceries,68.87,2024-10-24 11:48:38.410071
C0005,P0009,Groceries,32.83,2024-09-04 11:48:38.410071
C0005,P0053,Clothing,239.08,2024-09-27 11:48:38.410071
C0005,P0014,Books,30.51,2025-02-14 11:48:38.410071
C0006,P0013,Toys,86.95,2025-03-12 11:48:38.410071
C0006,P0029,Electronics,2129.36,2025-01-06 11:48:38.410071
C0006,P0018,Toys,47.24,2024-09-13 11:48:38.410071
C0006,P0018,Toys,47.59,2024-09-14 11:48:38.410071
C0006,P0028,Electronics,2045.75,2025-01-19 11:48:38.410071
C0007,P0012,Groceries,19.24,2024-10-09 11:48:38.410071
C0007,P0013,Toys,67.78,2024-10-21 11:48:38.410071
C0007,P0012,Groceries,15.91,2024-12-04 11:48:38.410071
C0007,P0005,Books,41.82,2024-11-11 11:48:38.410071
C0007,P0028,Electronics,1761.71,2024-10-24 11:48:38.410071
C0007,P0050,Home & Kitchen,495.27,2025-01-06 11:48:38.410071
C0007,P0004,Books,78.45,2024-08-20 11:48:38.410071
C0007,P0005,Books,41.59,2025-02-10 11:48:38.410071
C0007,P0018,Toys,46.55,2024-11-20 11:48:38.410071
C0007,P0035,Toys,33.3,2024-08-28 11:48:38.410071
C0007,P0013,Toys,76.6,2025-03-09 11:48:38.410071
C0008,P0010,Books,77.73,2024-10-10 11:48:38.410071
C0008,P0054,Electronics,904.07,2024-11-16 11:48:38.410071
C0008,P0056,Books,93.4,2024-11-30 11:48:38.410071
C0008,P0054,Electronics,496.28,2024-10-17 11:48:38.410071
C0008,P0005,Books,46.0,2025-03-10 11:48:38.410071
C0008,P0008,Groceries,45.59,2024-08-24 11:48:38.410071
C0009,P0031,Groceries,39.75,2024-11-11 11:48:38.410071
C0009,P0054,Electronics,405.97,2025-02-22 11:48:38.410071
C0009,P0058,Home & Kitchen,402.21,2024-09-27 11:48:38.410071
C0009,P0059,Home & Kitchen,119.56,2024-11-23 11:48:38.410071
C0009,P0028,Electronics,1000.99,2024-12-16 11:48:38.410071
C0009,P0027,Home & Kitchen,205.74,2024-12-13 11:48:38.410071
C0009,P0054,Electronics,391.3,2025-03-09 11:48:38.410071
C0009,P0024,Clothing,39.93,2024-08-24 11:48:38.410071
C0009,P0059,Home & Kitchen,126.56,2024-10-28 11:48:38.410071
C0009,P0029,Electronics,702.82,2025-03-03 11:48:38.410071
C0009,P0026,Books,36.6,2024-12-26 11:48:38.410071
C0009,P0029,Electronics,1375.1,2025-01-02 11:48:38.410071
C0009,P0029,Electronics,505.53,2024-09-16 11:48:38.410071
C0009,P0001,Home & Kitchen,216.59,2024-10-24 11:48:38.410071
C0009,P0029,Electronics,1134.25,2024-12-07 11:48:38.410071
C0009,P0037,Toys,51.85,2024-11-06 11:48:38.410071
C0009,P0004,Books,60.03,2024-12-26 11:48:38.410071
C0009,P0028,Electronics,1034.2,2025-01-12 11:48:38.410071
C0009,P0052,Clothing,92.26,2025-02-15 11:48:38.410071
C0009,P0046,Electronics,934.58,2025-03-12 11:48:38.410071
C0009,P0049,Electronics,1504.42,2025-02-23 11:48:38.410071
C0009,P0041,Electronics,795.64,2024-11-19 11:48:38.410071
C0009,P0029,Electronics,1013.77,2025-02-04 11:48:38.410071
C0009,P0054,Electronics,317.87,2025-02-03 11:48:38.410071
C0010,P0046,Electronics,656.41,2024-11-02 11:48:38.410071
C0010,P0036,Toys,45.14,2024-11-30 11:48:38.410071
C0010,P0045,Books,12.87,2024-11-01 11:48:38.410071
C0010,P0031,Groceries,46.45,2024-12-03 11:48:38.410071
C0010,P0057,Clothing,98.73,2024-10-01 11:48:38.410071
C0010,P0045,Books,16.21,2024-11-29 11:48:38.410071
C0010,P0029,Electronics,651.87,2024-11-03 11:48:38.410071
C0010,P0044,Groceries,44.52,2025-03-07 11:48:38.410071
C0010,P0051,Toys,32.93,2024-11-08 11:48:38.410071
C0010,P0028,Electronics,1430.41,2025-02-06 11:48:38.410071
C0010,P0019,Clothing,170.19,2025-03-09 11:48:38.410071
C0010,P0045,Books,15.4,2024-10-29 11:48:38.410071
C0010,P0021,Books,57.37,2025-01-23 11:48:38.410071
C0011,P0010,Books,28.94,2025-02-26 11:48:38.410071
C0011,P0058,Home & Kitchen,176.36,2024-10-14 11:48:38.410071
C0011,P0001,Home & Kitchen,116.51,2024-08-24 11:48:38.410071
C0011,P0046,Electronics,590.7,2024-12-17 11:48:38.410071
C0011,P0043,Books,18.65,2024-09-05 11:48:38.410071
C0011,P0046,Electronics,228.83,2025-01-26 11:48:38.410071
C0011,P0037,Toys,27.25,2025-02-12 11:48:38.410071
C0011,P0008,Groceries,16.38,2024-10-19 11:48:38.410071
C0011,P0007,Groceries,4.68,2024-08-19 11:48:38.410071
C0011,P0016,Home & Kitchen,206.18,2024-10-13 11:48:38.410071
C0011,P0045,Books,6.44,2025-02-12 11:48:38.410071
C0011,P0009,Groceries,15.49,2025-01-07 11:48:38.410071
C0011,P0034,Home & Kitchen,48.73,2024-09-18 11:48:38.410071
C0011,P0048,Home & Kitchen,67.11,2024-12-14 11:48:38.410071
C0011,P0040,Home & Kitchen,69.17,2025-01-08 11:48:38.410071
C0012,P0041,Electronics,1024.69,2025-02-27 11:48:38.410071
C0012,P0060,Home & Kitchen,244.05,2025-02-18 11:48:38.410071
C0012,P0041,Electronics,1112.74,2025-01-05 11:48:38.410071
C0012,P0054,Electronics,611.1,2025-02-24 11:48:38.410071
C0012,P0058,Home & Kitchen,361.97,2024-10-23 11:48:38.410071
C0012,P0035,Toys,33.38,2025-01-28 11:48:38.410071
C0012,P0038,Groceries,30.1,2024-12-29 11:48:38.410071
C0012,P0041,Electronics,859.08,2024-10-27 11:48:38.410071
C0012,P0020,Home & Kitchen,337.21,2024-10-30 11:48:38.410071
C0012,P0045,Books,11.32,2024-11-07 11:48:38.410071
C0012,P0020,Home & Kitchen,349.86,2024-09-25 11:48:38.410071
C0012,P0049,Electronics,1472.85,2024-09-26 11:48:38.410071
C0012,P0031,Groceries,38.14,2024-12-02 11:48:38.410071
C0012,P0031,Groceries,35.48,2024-12-15 11:48:38.410071
C0012,P0041,Electronics,1115.1,2024-12-03 11:48:38.410071
C0012,P0049,Electronics,1410.21,2025-01-14 11:48:38.410071
C0012,P0040,Home & Kitchen,145.17,2025-03-01 11:48:38.410071
C0013,P0027,Home & Kitchen,189.48,2024-08-19 11:48:38.410071
C0013,P0031,Groceries,34.75,2024-11-25 11:48:38.410071
C0013,P0039,Home & Kitchen,336.99,2025-02-22 11:48:38.410071
C0013,P0053,Clothing,57.9,2024-10-13 11:48:38.410071
C0013,P0038,Groceries,20.53,2024-12-07 11:48:38.410071
C0013,P0048,Home & Kitchen,139.19,2024-11-12 11:48:38.410071
C0013,P0008,Groceries,30.83,2024-11-29 11:48:38.410071
C0013,P0057,Clothing,75.71,2024-09-19 11:48:38.410071
C0013,P0013,Toys,47.48,2024-11-26 11:48:38.410071
C0014,P0028,Electronics,866.32,2024-12-05 11:48:38.410071
C0014,P0006,Clothing,34.44,2024-10-03 11:48:38.410071
C0014,P0025,Toys,25.68,2024-11-09 11:48:38.410071
C0014,P0026,Books,19.16,2024-11-12 11:48:38.410071
C0014,P0014,Books,10.51,2024-12-03 11:48:38.410071
C0014,P0013,Toys,34.87,2024-12-16 11:48:38.410071
C0014,P0029,Electronics,344.44,2024-08-31 11:48:38.410071
C0015,P0002,Books,49.81,2024-09-04 11:48:38.410071
C0015,P0009,Groceries,40.31,2024-10-20 11:48:38.410071
C0015,P0005,Books,45.71,2025-01-24 11:48:38.410071
C0015,P0007,Groceries,10.13,2024-12-17 11:48:38.410071
C0015,P0034,Home & Kitchen,145.39,2024-10-12 11:48:38.410071
C0015,P0030,Groceries,12.95,2025-03-02 11:48:38.410071
C0015,P0007,Groceries,12.97,2025-01-20 11:48:38.410071
C0015,P0014,Books,16.61,2024-09-28 11:48:38.410071
C0015,P0060,Home & Kitchen,325.4,2024-08-24 11:48:38.410071
C0015,P0060,Home & Kitchen,363.69,2025-02-07 11:48:38.410071
C0015,P0009,Groceries,14.38,2024-11-27 11:48:38.410071
C0015,P0009,Groceries,15.26,2025-02-10 11:48:38.410071
C0015,P0014,Books,25.48,2025-03-03 11:48:38.410071
C0016,P0004,Books,113.06,2025-01-18 11:48:38.410071
C0016,P0002,Books,49.76,2025-01-09 11:48:38.410071
C0016,P0021,Books,87.88,2024-12-05 11:48:38.410071
C0016,P0021,Books,87.66,2025-01-30 11:48:38.410071
C0016,P0043,Books,56.15,2024-12-03 11:48:38.410071
C0016,P0043,Books,71.87,2024-11-18 11:48:38.410071
C0016,P0005,Books,58.47,2024-12-07 11:48:38.410071
C0016,P0014,Books,28.16,2025-01-31 11:48:38.410071
C0016,P0043,Books,65.54,2025-01-02 11:48:38.410071
C0016,P0056,Books,111.45,2025-02-21 11:48:38.410071
C0016,P0004,Books,110.19,2024-10-19 11:48:38.410071
C0016,P0009,Groceries,46.31,2024-12-11 11:48:38.410071
C0016,P0056,Books,118.36,2025-01-10 11:48:38.410071
C0016,P0013,Toys,100.33,2024-11-12 11:48:38.410071
C0016,P0005,Books,57.61,2024-11-09 11:48:38.410071
C0016,P0014,Books,24.07,2024-11-16 11:48:38.410071
C0016,P0014,Books,27.27,2025-01-17 11:48:38.410071
C0016,P0010,Books,99.4,2024-12-28 11:48:38.410071
C0017,P0031,Groceries,20.7,2025-02-18 11:48:38.410071
C0017,P0025,Toys,25.27,2025-02-28 11:48:38.410071
C0017,P0043,Books,19.81,2025-01-30 11:48:38.410071
C0017,P0022,Electronics,279.67,2024-08-22 11:48:38.410071
C0017,P0024,Clothing,20.04,2024-11-29 11:48:38.410071
C0018,P0027,Home & Kitchen,495.04,2025-01-13 11:48:38.410071
C0018,P0027,Home & Kitchen,464.25,2024-12-31 11:48:38.410071
C0018,P0039,Home & Kitchen,612.78,2025-02-24 11:48:38.410071
C0018,P0034,Home & Kitchen,174.08,2025-02-13 11:48:38.410071
C0018,P0028,Electronics,1792.0,2024-10-21 11:48:38.410071
C0018,P0027,Home & Kitchen,266.98,2024-10-06 11:48:38.410071
C0018,P0054,Electronics,1355.39,2025-01-02 11:48:38.410071
C0018,P0020,Home & Kitchen,681.18,2024-10-06 11:48:38.410071
C0018,P0056,Books,125.99,2024-10-27 11:48:38.410071
C0018,P0040,Home & Kitchen,236.8,2024-12-30 11:48:38.410071
C0018,P0059,Home & Kitchen,291.25,2024-09-12 11:48:38.410071
C0018,P0029,Electronics,951.99,2024-10-15 11:48:38.410071
C0018,P0049,Electronics,2750.7,2024-08-21 11:48:38.410071
C0019,P0001,Home & Kitchen,410.0,2024-10-27 11:48:38.410071
C0019,P0012,Groceries,28.7,2025-01-06 11:48:38.410071
C0019,P0048,Home & Kitchen,333.26,2024-09-19 11:48:38.410071
C0019,P0007,Groceries,17.69,2024-12-21 11:48:38.410071
C0019,P0035,Toys,49.17,2025-01-11 11:48:38.410071
C0019,P0030,Groceries,16.56,2024-12-08 11:48:38.410071
C0019,P0012,Groceries,31.14,2024-08-31 11:48:38.410071
C0019,P0004,Books,113.28,2024-12-18 11:48:38.410071
C0019,P0038,Groceries,41.54,2024-11-28 11:48:38.410071
C0019,P0003,Groceries,49.19,2025-01-26 11:48:38.410071
C0019,P0040,Home & Kitchen,343.97,2025-03-13 11:48:38.410071
C0019,P0020,Home & Kitchen,548.37,2024-09-08 11:48:38.410071
C0019,P0033,Home & Kitchen,678.45,2025-03-01 11:48:38.410071
C0019,P0044,Groceries,63.25,2025-03-08 11:48:38.410071
C0019,P0031,Groceries,67.43,2024-12-29 11:48:38.410071
C0019,P0012,Groceries,30.33,2024-12-09 11:48:38.410071
C0019,P0032,Clothing,221.22,2024-12-05 11:48:38.410071
C0019,P0017,Toys,131.66,2024-09-02 11:48:38.410071
C0019,P0048,Home & Kitchen,134.5,2024-10-10 11:48:38.410071
C0019,P0007,Groceries,5.88,2025-02-03 11:48:38.410071
C0019,P0039,Home & Kitchen,565.97,2024-10-01 11:48:38.410071
C0019,P0031,Groceries,67.43,2024-08-18 11:48:38.410071
C0020,P0051,Toys,21.39,2025-01-17 11:48:38.410071
C0020,P0032,Clothing,140.51,2024-10-16 11:48:38.410071
C0020,P0054,Electronics,596.5,2025-02-13 11:48:38.410071
C0020,P0020,Home & Kitchen,412.21,2025-02-09 11:48:38.410071
C0020,P0056,Books,69.15,2025-03-07 11:48:38.410071
C0021,P0026,Books,58.56,2024-10-07 11:48:38.410071
C0021,P0049,Electronics,2746.02,2024-10-14 11:48:38.410071
C0021,P0019,Clothing,231.18,2024-10-25 11:48:38.410071
C0021,P0012,Groceries,30.52,2024-09-29 11:48:38.410071
C0021,P0032,Clothing,224.15,2025-01-10 11:48:38.410071
C0021,P0035,Toys,61.15,2024-12-15 11:48:38.410071
C0022,P0046,Electronics,621.13,2024-10-26 11:48:38.410071
C0022,P0022,Electronics,499.44,2024-12-08 11:48:38.410071
C0022,P0047,Clothing,100.18,2024-12-06 11:48:38.410071
C0022,P0022,Electronics,372.47,2024-08-24 11:48:38.410071
C0022,P0057,Clothing,65.36,2025-02-06 11:48:38.410071
C0022,P0014,Books,11.85,2024-08-23 11:48:38.410071
C0022,P0054,Electronics,280.69,2025-03-01 11:48:38.410071
C0022,P0043,Books,33.23,2024-12-28 11:48:38.410071
C0022,P0057,Clothing,62.86,2024-10-03 11:48:38.410071
C0022,P0041,Electronics,835.89,2025-03-14 11:48:38.410071
C0022,P0029,Electronics,609.23,2024-12-16 11:48:38.410071
C0022,P0049,Electronics,1058.78,2024-11-08 11:48:38.410071
C0022,P0047,Clothing,94.95,2024-09-28 11:48:38.410071
C0022,P0014,Books,12.4,2024-12-22 11:48:38.410071
C0022,P0045,Books,8.2,2024-11-28 11:48:38.410071
C0022,P0021,Books,38.07,2024-09-09 11:48:38.410071
C0022,P0026,Books,31.07,2024-09-16 11:48:38.410071
C0022,P0055,Clothing,93.92,2024-08-18 11:48:38.410071
C0022,P0028,Electronics,946.1,2024-08-31 11:48:38.410071
C0022,P0053,Clothing,79.27,2025-01-24 11:48:38.410071
C0023,P0022,Electronics,377.0,2025-02-28 11:48:38.410071
C0023,P0008,Groceries,28.19,2025-01-05 11:48:38.410071
C0023,P0038,Groceries,18.87,2024-12-08 11:48:38.410071
C0023,P0046,Electronics,863.46,2025-01-26 11:48:38.410071
C0023,P0028,Electronics,877.81,2025-02-15 11:48:38.410071
C0023,P0042,Groceries,24.23,2024-08-21 11:48:38.410071
C0023,P0007,Groceries,4.85,2024-10-14 11:48:38.410071
C0023,P0008,Groceries,23.36,2024-09-17 11:48:38.410071
C0023,P0012,Groceries,11.93,2025-02-17 11:48:38.410071
C0023,P0031,Groceries,32.92,2024-10-26 11:48:38.410071
C0024,P0009,Groceries,17.03,2024-12-16 11:48:38.410071
C0024,P0041,Electronics,769.33,2024-09-24 11:48:38.410071
C0024,P0046,Electronics,922.7,2025-01-18 11:48:38.410071
C0024,P0015,Clothing,115.6,2024-09-21 11:48:38.410071
C0024,P0052,Clothing,101.43,2025-03-08 11:48:38.410071
C0024,P0046,Electronics,465.17,2025-03-07 11:48:38.410071
C0024,P0029,Electronics,1048.3,2024-08-18 11:48:38.410071
C0024,P0046,Electronics,1163.92,2025-01-15 11:48:38.410071
C0025,P0008,Groceries,44.56,2024-12-21 11:48:38.410071
C0025,P0029,Electronics,1096.11,2024-12-19 11:48:38.410071
C0025,P0042,Groceries,46.21,2025-03-01 11:48:38.410071
C0026,P0010,Books,110.6,2024-11-08 11:48:38.410071
C0026,P0057,Clothing,159.78,2024-10-18 11:48:38.410071
C0026,P0037,Toys,95.75,2025-03-04 11:48:38.410071
C0026,P0038,Groceries,58.73,2025-02-24 11:48:38.410071
C0026,P0026,Books,66.49,2025-03-13 11:48:38.410071
C0026,P0005,Books,63.86,2025-02-03 11:48:38.410071
C0026,P0005,Books,63.89,2024-08-27 11:48:38.410071
C0026,P0030,Groceries,39.92,2025-01-16 11:48:38.410071
C0026,P0015,Clothing,278.05,2024-12-08 11:48:38.410071
C0026,P0022,Electronics,1397.77,2024-12-12 11:48:38.410071
C0026,P0054,Electronics,1422.74,2024-11-30 11:48:38.410071
C0026,P0015,Clothing,272.85,2024-09-26 11:48:38.410071
C0026,P0047,Clothing,259.6,2024-10-24 11:48:38.410071
C0026,P0015,Clothing,308.05,2024-11-27 11:48:38.410071
C0026,P0055,Clothing,222.54,2025-02-06 11:48:38.410071
C0026,P0043,Books,84.4,2024-11-07 11:48:38.410071
C0027,P0017,Toys,84.11,2024-08-27 11:48:38.410071
C0027,P0035,Toys,71.63,2025-02-09 11:48:38.410071
C0027,P0011,Home & Kitchen,682.42,2025-02-25 11:48:38.410071
C0028,P0004,Books,70.35,2024-09-12 11:48:38.410071
C0028,P0035,Toys,38.59,2025-02-11 11:48:38.410071
C0028,P0027,Home & Kitchen,437.19,2024-08-29 11:48:38.410071
C0028,P0030,Groceries,13.91,2024-11-01 11:48:38.410071
C0028,P0025,Toys,49.87,2024-09-24 11:48:38.410071
C0028,P0005,Books,35.78,2025-01-09 11:48:38.410071
C0028,P0056,Books,77.17,2024-09-07 11:48:38.410071
C0028,P0024,Clothing,51.98,2025-01-23 11:48:38.410071
C0028,P0019,Clothing,141.55,2025-01-14 11:48:38.410071
C0028,P0035,Toys,30.95,2025-01-28 11:48:38.410071
C0028,P0002,Books,41.88,2025-02-04 11:48:38.410071
C0028,P0060,Home & Kitchen,254.69,2024-12-15 11:48:38.410071
C0028,P0019,Clothing,132.77,2025-01-04 11:48:38.410071
C0028,P0056,Books,70.91,2024-11-14 11:48:38.410071
C0028,P0014,Books,16.34,2024-12-04 11:48:38.410071
C0028,P0024,Clothing,78.92,2024-11-03 11:48:38.410071
C0028,P0017,Toys,47.34,2024-12-19 11:48:38.410071
C0028,P0047,Clothing,146.43,2025-01-11 11:48:38.410071
C0028,P0023,Home & Kitchen,53.13,2025-02-13 11:48:38.410071
C0028,P0026,Books,36.19,2025-02-02 11:48:38.410071
C0028,P0003,Groceries,44.56,2025-01-09 11:48:38.410071
C0028,P0051,Toys,54.88,2025-02-24 11:48:38.410071
C0028,P0010,Books,63.1,2024-10-30 11:48:38.410071
C0028,P0025,Toys,51.66,2024-11-16 11:48:38.410071
C0029,P0029,Electronics,1471.0,2025-01-23 11:48:38.410071
C0029,P0054,Electronics,955.54,2025-02-18 11:48:38.410071
C0029,P0048,Home & Kitchen,74.08,2024-09-22 11:48:38.410071
C0029,P0002,Books,36.02,2025-01-25 11:48:38.410071
C0030,P0001,Home & Kitchen,265.37,2024-12-08 11:48:38.410071
C0030,P0005,Books,36.83,2025-02-21 11:48:38.410071
C0030,P0027,Home & Kitchen,432.08,2024-11-01 11:48:38.410071
C0030,P0025,Toys,44.59,2024-10-01 11:48:38.410071
C0030,P0060,Home & Kitchen,296.42,2025-01-03 11:48:38.410071
C0030,P0055,Clothing,206.89,2024-12-31 11:48:38.410071
C0030,P0032,Clothing,176.22,2024-09-29 11:48:38.410071
C0030,P0058,Home & Kitchen,414.72,2024-12-19 11:48:38.410071
C0030,P0015,Clothing,161.25,2024-11-12 11:48:38.410071
C0030,P0019,Clothing,176.4,2024-09-06 11:48:38.410071
C0030,P0059,Home & Kitchen,320.1,2024-10-14 11:48:38.410071
C0030,P0026,Books,49.07,2025-02-06 11:48:38.410071
C0030,P0055,Clothing,129.57,2025-03-11 11:48:38.410071
C0030,P0026,Books,33.06,2025-03-08 11:48:38.410071
C0030,P0004,Books,72.81,2025-01-02 11:48:38.410071
C0030,P0012,Groceries,18.04,2025-02-06 11:48:38.410071
C0030,P0049,Electronics,1915.9,2025-03-16 11:48:38.410071
C0030,P0024,Clothing,52.32,2024-09-14 11:48:38.410071
C0030,P0060,Home & Kitchen,295.05,2025-01-23 11:48:38.410071
C0030,P0060,Home & Kitchen,279.01,2024-11-09 11:48:38.410071
C0031,P0017,Toys,95.99,2025-01-30 11:48:38.410071
C0031,P0012,Groceries,25.39,2024-12-14 11:48:38.410071
C0031,P0028,Electronics,1508.94,2024-09-16 11:48:38.410071
C0031,P0029,Electronics,2392.51,2024-08-27 11:48:38.410071
C0031,P0004,Books,99.0,2024-09-16 11:48:38.410071
C0031,P0028,Electronics,1852.37,2025-01-02 11:48:38.410071
C0031,P0055,Clothing,188.47,2024-11-20 11:48:38.410071
C0031,P0019,Clothing,252.86,2025-02-24 11:48:38.410071
C0031,P0022,Electronics,1216.25,2025-02-01 11:48:38.410071
C0031,P0052,Clothing,232.54,2025-01-22 11:48:38.410071
C0031,P0006,Clothing,147.2,2024-10-28 11:48:38.410071
C0031,P0053,Clothing,138.15,2024-10-12 11:48:38.410071
C0031,P0054,Electronics,810.25,2024-10-17 11:48:38.410071
C0031,P0021,Books,80.79,2025-02-09 11:48:38.410071
C0031,P0021,Books,79.1,2025-01-30 11:48:38.410071
C0031,P0024,Clothing,109.84,2024-10-27 11:48:38.410071
C0031,P0043,Books,50.24,2025-03-16 11:48:38.410071
C0031,P0057,Clothing,150.25,2024-10-11 11:48:38.410071
C0032,P0058,Home & Kitchen,370.19,2024-08-30 11:48:38.410071
C0032,P0025,Toys,38.19,2024-09-19 11:48:38.410071
C0032,P0045,Books,11.69,2025-03-01 11:48:38.410071
C0032,P0025,Toys,42.19,2024-10-12 11:48:38.410071
C0032,P0057,Clothing,74.56,2024-09-24 11:48:38.410071
C0032,P0019,Clothing,144.15,2024-09-24 11:48:38.410071
C0032,P0018,Toys,27.47,2025-03-10 11:48:38.410071
C0032,P0019,Clothing,117.66,2024-08-24 11:48:38.410071
C0032,P0024,Clothing,51.68,2025-03-08 11:48:38.410071
C0032,P0005,Books,32.7,2024-08-22 11:48:38.410071
C0032,P0037,Toys,54.29,2024-09-19 11:48:38.410071
C0032,P0017,Toys,54.01,2025-02-24 11:48:38.410071
C0032,P0047,Clothing,130.8,2025-03-05 11:48:38.410071
C0032,P0051,Toys,32.35,2024-09-14 11:48:38.410071
C0032,P0006,Clothing,97.05,2025-01-22 11:48:38.410071
C0032,P0055,Clothing,105.85,2025-02-02 11:48:38.410071
C0032,P0001,Home & Kitchen,229.62,2025-01-29 11:48:38.410071
C0032,P0052,Clothing,120.88,2024-12-18 11:48:38.410071
C0032,P0053,Clothing,114.71,2024-09-14 11:48:38.410071
C0032,P0004,Books,65.37,2024-12-09 11:48:38.410071
C0032,P0057,Clothing,77.78,2024-11-08 11:48:38.410071
C0032,P0032,Clothing,131.64,2024-09-19 11:48:38.410071
C0032,P0055,Clothing,156.75,2025-01-14 11:48:38.410071
C0032,P0057,Clothing,86.24,2024-11-23 11:48:38.410071
C0033,P0039,Home & Kitchen,476.52,2024-12-12 11:48:38.410071
C0033,P0058,Home & Kitchen,552.38,2024-09-12 11:48:38.410071
C0033,P0048,Home & Kitchen,249.89,2025-02-01 11:48:38.410071
C0033,P0050,Home & Kitchen,589.47,2025-01-06 11:48:38.410071
C0033,P0043,Books,56.99,2024-12-06 11:48:38.410071
C0033,P0029,Electronics,1712.67,2024-12-01 11:48:38.410071
C0033,P0041,Electronics,1352.81,2024-11-28 11:48:38.410071
C0033,P0026,Books,43.26,2024-11-06 11:48:38.410071
C0033,P0027,Home & Kitchen,587.96,2024-10-22 11:48:38.410071
C0033,P0051,Toys,11.79,2025-02-09 11:48:38.410071
C0033,P0011,Home & Kitchen,449.78,2024-09-08 11:48:38.410071
C0033,P0050,Home & Kitchen,502.61,2025-02-24 11:48:38.410071
C0033,P0039,Home & Kitchen,419.28,2024-09-20 11:48:38.410071
